char_ar,char_en,char1_ar,char2_ar,char3_ar,char1_en,char2_en,char3_en,plate_no,price
ا   ا   ا,A   A   A,ا,ا,ا,A,A,A,909,23000
ب   ر   ق,G   R   B,ب,ر,ق,B,R,G,0,10000
ى   و   و,U   U   V,ى,و,و,V,U,U,10,45000
ر   ك   ى,V   K   R,ر,ك,ى,R,K,V,3335,3500
ق   ك   ط,T   K   G,ق,ك,ط,G,K,T,444,1
ى   ص   ك,K   X   V,ى,ص,ك,V,X,K,19,100
ا   ح   ب,B   J   A,ا,ح,ب,A,J,B,1066,20000
ى   ط   ك,K   T   V,ى,ط,ك,V,T,K,505,7000
س   ل   ع,E   L   S,س,ل,ع,S,L,E,8,20000
ن   و   ح,J   U   N,ن,و,ح,N,U,J,9,20000
د   ب   ا,A   B   D,د,ب,ا,D,B,A,6161,15000
م   م   ن,N   Z   Z,م,م,ن,Z,Z,N,65,15000
و   و   ح,J   U   U,و,و,ح,U,U,J,882,9000
ب   ر   د,D   R   B,ب,ر,د,B,R,D,555,70000
ع   ى   د,D   V   E,ع,ى,د,E,V,D,57,50000
ا   ا   ا,A   A   A,ا,ا,ا,A,A,A,3854,8500
ر   م   و,U   Z   R,ر,م,و,R,Z,U,3993,5000
ن   ق   ط,T   G   N,ن,ق,ط,N,G,T,196,7000
ر   ب   ع,E   B   R,ر,ب,ع,R,B,E,21,30000
د   ه   ع,E   H   D,د,ه,ع,D,H,E,99,100
ل   ى   ه,H   V   L,ل,ى,ه,L,V,H,898,10000
س   ق   ل,L   G   S,س,ق,ل,S,G,L,908,3000
ح   م   ا,A   Z   J,ح,م,ا,J,Z,A,2,40000
ر   س   س,S   S   R,ر,س,س,R,S,S,2004,4500
د   م   د,D   Z   D,د,م,د,D,Z,D,8888,10000
و   ن   س,S   N   U,و,ن,س,U,N,S,999,40000
ك   ى   ع,E   V   K,ك,ى,ع,K,V,E,94,10000
ه   س   د,D   S   H,ه,س,د,H,S,D,163,10
س   ط   م,Z   T   S,س,ط,م,S,T,Z,335,12000
ب   ب   ك,K   B   B,ب,ب,ك,B,B,K,10,25000
ن   و   ح,J   U   N,ن,و,ح,N,U,J,272,20000
ى   ك   س,S   K   V,ى,ك,س,V,K,S,623,1
س   ه   ر,R   H   S,س,ه,ر,S,H,R,86,1
ا   ى   ا,A   V   A,ا,ى,ا,A,V,A,2005,7000
ى   م   ح,J   Z   V,ى,م,ح,V,Z,J,68,16000
د   س   م,Z   S   D,د,س,م,D,S,Z,559,11
ب   ح   ر,R   J   B,ب,ح,ر,B,J,R,577,5000
ح   ح   س,S   J   J,ح,ح,س,J,J,S,337,6600
و   ص   ر,R   X   U,و,ص,ر,U,X,R,22,1
د   ب   ك,K   B   D,د,ب,ك,D,B,K,10,20000
ر   د   م,Z   D   R,ر,د,م,R,D,Z,5151,9999
س   م   و,U   Z   S,س,م,و,S,Z,U,308,1
ل   ل   و,U   L   L,ل,ل,و,L,L,U,556,12000
ر   ه   ب,B   H   R,ر,ه,ب,R,H,B,123,16000
ر   ن   ى,V   N   R,ر,ن,ى,R,N,V,7166,23000
ه   ح   ق,G   J   H,ه,ح,ق,H,J,G,15,13000
ه   ك   ر,R   K   H,ه,ك,ر,H,K,R,77,400000
د   د   ق,G   D   D,د,د,ق,D,D,G,7177,1
ب   ى   م,Z   V   B,ب,ى,م,B,V,Z,2060,9000
ا   ه   ى,V   H   A,ا,ه,ى,A,H,V,9,100000
ع   ر   ى,V   R   E,ع,ر,ى,E,R,V,85,2500
و   د   ق,G   D   U,و,د,ق,U,D,G,39,20
ه   ط   ب,B   T   H,ه,ط,ب,H,T,B,300,10000
ب   ط   ا,A   T   B,ب,ط,ا,B,T,A,0,1000
م   ل   ه,H   L   Z,م,ل,ه,Z,L,H,89,10000
م   م   ع,E   Z   Z,م,م,ع,Z,Z,E,926,3000
ن   ه   ط,T   H   N,ن,ه,ط,N,H,T,505,20000
ل   ا   ص,X   A   L,ل,ا,ص,L,A,X,505,13000
ب   ر   ه,H   R   B,ب,ر,ه,B,R,H,307,10000
م   د   ل,L   D   Z,م,د,ل,Z,D,L,508,10000
س   ب   ع,E   B   S,س,ب,ع,S,B,E,7472,20000
د   س   ر,R   S   D,د,س,ر,D,S,R,4414,1
ا   س   د,D   S   A,ا,س,د,A,S,D,1058,50000
ح   ر   ب,B   R   J,ح,ر,ب,J,R,B,1163,10000
ك   ر   م,Z   R   K,ك,ر,م,K,R,Z,522,1
ا   ح   ب,B   J   A,ا,ح,ب,A,J,B,500,15000
ا   س   ق,G   S   A,ا,س,ق,A,S,G,2017,10000
و   م   ه,H   Z   U,و,م,ه,U,Z,H,12,50000
ع   و   ر,R   U   E,ع,و,ر,E,U,R,611,6000
م   ه   ا,A   H   Z,م,ه,ا,Z,H,A,1,70000
ك   ص   ر,R   X   K,ك,ص,ر,K,X,R,1,45
ب   م   ط,T   Z   B,ب,م,ط,B,Z,T,4448,1
ه   ل   ح,J   L   H,ه,ل,ح,H,L,J,300,3000
ر   ع   ب,B   E   R,ر,ع,ب,R,E,B,9293,10
س   ح   ح,J   J   S,س,ح,ح,S,J,J,10,15000
د   ح   ا,A   J   D,د,ح,ا,D,J,A,8182,1000
ا   ط   ص,X   T   A,ا,ط,ص,A,T,X,550,5000
ح   س   ا,A   S   J,ح,س,ا,J,S,A,40,20000
ن   ن   ر,R   N   N,ن,ن,ر,N,N,R,171,10500
س   م   م,Z   Z   S,س,م,م,S,Z,Z,1111,20000
ن   ل   س,S   L   N,ن,ل,س,N,L,S,555,5000000
ب   ر   ق,G   R   B,ب,ر,ق,B,R,G,777,19500
ب   ا   س,S   A   B,ب,ا,س,B,A,S,5111,10000
ح   و   ر,R   U   J,ح,و,ر,J,U,R,8,20000
س   س   ر,R   S   S,س,س,ر,S,S,R,606,1000
ح   ع   ح,J   E   J,ح,ع,ح,J,E,J,7,2
د   ص   ق,G   X   D,د,ص,ق,D,X,G,5,1
ى   م   ر,R   Z   V,ى,م,ر,V,Z,R,5,20000
ح   ب   ه,H   B   J,ح,ب,ه,J,B,H,777,30000
ا   ب   ل,L   B   A,ا,ب,ل,A,B,L,9230,3000
ك   م   ص,X   Z   K,ك,م,ص,K,Z,X,100,10000
ا   م,Z   A,ا,م,,A,Z,,68,5000
ح   ق   و,U   G   J,ح,ق,و,J,G,U,4499,10
م   ح   ر,R   J   Z,م,ح,ر,Z,J,R,25,1
ر   ن   ك,K   N   R,ر,ن,ك,R,N,K,4000,13000
ق   م   ر,R   Z   G,ق,م,ر,G,Z,R,436,25000
د   ط   ه,H   T   D,د,ط,ه,D,T,H,64,10000
ى   ط   ى,V   T   V,ى,ط,ى,V,T,V,70,25000
ى   ك   س,S   K   V,ى,ك,س,V,K,S,411,5000
و   س   ب,B   S   U,و,س,ب,U,S,B,50,15000
ا   س   د,D   S   A,ا,س,د,A,S,D,9291,4500
ر   ر   ن,N   R   R,ر,ر,ن,R,R,N,9903,10
ر   ر   ح,J   R   R,ر,ر,ح,R,R,J,3633,3000
و   ه   ا,A   H   U,و,ه,ا,U,H,A,718,10
و   ر   ن,N   R   U,و,ر,ن,U,R,N,44,30000
ب   د,D   B,ب,د,,B,D,,25,7500
ع   ح   د,D   J   E,ع,ح,د,E,J,D,666,25000
ح   س   ح,J   S   J,ح,س,ح,J,S,J,3500,1
ب   د   ل,L   D   B,ب,د,ل,B,D,L,5757,7000
ع   م   ك,K   Z   E,ع,م,ك,E,Z,K,34,40000
ط   د   ل,L   D   T,ط,د,ل,T,D,L,17,1
ب   ك   ه,H   K   B,ب,ك,ه,B,K,H,9666,1
ه   ا   ع,E   A   H,ه,ا,ع,H,A,E,20,20000
ر   ى   ه,H   V   R,ر,ى,ه,R,V,H,78,1
ص   ص   ق,G   X   X,ص,ص,ق,X,X,G,514,11
ك   س   م,Z   S   K,ك,س,م,K,S,Z,3,80000
ص   ص   ق,G   X   X,ص,ص,ق,X,X,G,514,11
س   د   ق,G   D   S,س,د,ق,S,D,G,503,10000
ح   س   ب,B   S   J,ح,س,ب,J,S,B,4466,10
م   ن   ح,J   N   Z,م,ن,ح,Z,N,J,6,25000
ر   ى   ه,H   V   R,ر,ى,ه,R,V,H,78,5000
س   ع   د,D   E   S,س,ع,د,S,E,D,5939,3500
ا   ل   د,D   L   A,ا,ل,د,A,L,D,9888,4000
ق   ق   ه,H   G   G,ق,ق,ه,G,G,H,515,18000
د   ه   ع,E   H   D,د,ه,ع,D,H,E,633,6000
ع   ب   ك,K   B   E,ع,ب,ك,E,B,K,305,1
و   ن   م,Z   N   U,و,ن,م,U,N,Z,14,15000
د   ن   ا,A   N   D,د,ن,ا,D,N,A,4404,1
ط   ح   و,U   J   T,ط,ح,و,T,J,U,3,85000
ا   س   د,D   S   A,ا,س,د,A,S,D,3591,1
ا   ى   ط,T   V   A,ا,ى,ط,A,V,T,60,1
و   د   ص,X   D   U,و,د,ص,U,D,X,200,8000
ب   ق   ا,A   G   B,ب,ق,ا,B,G,A,444,30000
ل   ل   ع,E   L   L,ل,ل,ع,L,L,E,505,60000
ح   ص   ه,H   X   J,ح,ص,ه,J,X,H,1166,50000
د   د   س,S   D   D,د,د,س,D,D,S,33,40000
د   ط   ل,L   T   D,د,ط,ل,D,T,L,8883,30000
ح   ل   د,D   L   J,ح,ل,د,J,L,D,5656,10
ح   ر   ب,B   R   J,ح,ر,ب,J,R,B,3509,24000
ى   ن   م,Z   N   V,ى,ن,م,V,N,Z,740,1
ح   ا,A   J,ح,ا,,J,A,,5436,6000
ه   و   ه,H   U   H,ه,و,ه,H,U,H,93,20000
ك   ن   ر,R   N   K,ك,ن,ر,K,N,R,4,60000
ا   و   ك,K   U   A,ا,و,ك,A,U,K,4,20000
و   س   م,Z   S   U,و,س,م,U,S,Z,78,32000
و   ن   د,D   N   U,و,ن,د,U,N,D,429,1
ن   و   ر,R   U   N,ن,و,ر,N,U,R,722,12000
ه   ك   ر,R   K   H,ه,ك,ر,H,K,R,991,15000
ا   و   ك,K   U   A,ا,و,ك,A,U,K,83,1
ع   س   ل,L   S   E,ع,س,ل,E,S,L,99,12000
ا   ح   ب,B   J   A,ا,ح,ب,A,J,B,542,8500
م   س   س,S   S   Z,م,س,س,Z,S,S,309,2
ح   م   د,D   Z   J,ح,م,د,J,Z,D,1390,10000
م   و   ط,T   U   Z,م,و,ط,Z,U,T,70,13000
ا   ا   ا,A   A   A,ا,ا,ا,A,A,A,5630,6000
ب   ك   ر,R   K   B,ب,ك,ر,B,K,R,700,50000
ك   ر   ه,H   R   K,ك,ر,ه,K,R,H,539,20
و   م   ع,E   Z   U,و,م,ع,U,Z,E,345,5000
ق   ا   ط,T   A   G,ق,ا,ط,G,A,T,110,8000
ا   ه   ق,G   H   A,ا,ه,ق,A,H,G,4422,1
ا   م   س,S   Z   A,ا,م,س,A,Z,S,3555,8500
ق   ر   م,Z   R   G,ق,ر,م,G,R,Z,40,21000
ن   م   م,Z   Z   N,ن,م,م,N,Z,Z,766,5000
س   ل   م,Z   L   S,س,ل,م,S,L,Z,94,60000
ب   ع   د,D   E   B,ب,ع,د,B,E,D,814,20000
م   س   س,S   S   Z,م,س,س,Z,S,S,309,2900
ب   ح   ب,B   J   B,ب,ح,ب,B,J,B,3222,1
ن   ب   ص,X   B   N,ن,ب,ص,N,B,X,337,5000
ب   ب   م,Z   B   B,ب,ب,م,B,B,Z,7555,1
ه   ل   ل,L   L   H,ه,ل,ل,H,L,L,39,20000
ر   ن   ا,A   N   R,ر,ن,ا,R,N,A,8986,5000
ب   و   ه,H   U   B,ب,و,ه,B,U,H,99,27000
و   ا   ع,E   A   U,و,ا,ع,U,A,E,16,39000
ح   ص   ه,H   X   J,ح,ص,ه,J,X,H,4043,5000
و   ط   س,S   T   U,و,ط,س,U,T,S,977,3000
ص   ه   د,D   H   X,ص,ه,د,X,H,D,333,35000
ن   و   ر,R   U   N,ن,و,ر,N,U,R,722,12000
و   س   ب,B   S   U,و,س,ب,U,S,B,171,10000
د   د   ح,J   D   D,د,د,ح,D,D,J,2025,10000
ب   س   ع,E   S   B,ب,س,ع,B,S,E,2025,10000
ق   ع   ق,G   E   G,ق,ع,ق,G,E,G,25,22000
د   ص   ص,X   X   D,د,ص,ص,D,X,X,25,30
ب   ق   ن,N   G   B,ب,ق,ن,B,G,N,25,1
د   د   ق,G   D   D,د,د,ق,D,D,G,3,300000
ه   ط   ل,L   T   H,ه,ط,ل,H,T,L,245,3500
د   ر   ب,B   R   D,د,ر,ب,D,R,B,9022,10000
ه   ل   و,U   L   H,ه,ل,و,H,L,U,11,45000
ل   ط   ع,E   T   L,ل,ط,ع,L,T,E,980,5500
ك   م   ع,E   Z   K,ك,م,ع,K,Z,E,303,1
ا   ل   ل,L   L   A,ا,ل,ل,A,L,L,1313,9000
ب   د   ر,R   D   B,ب,د,ر,B,D,R,3116,10000
و   ب   و,U   B   U,و,ب,و,U,B,U,479,10000
ه   ل   ل,L   L   H,ه,ل,ل,H,L,L,996,10000
د   ح   ط,T   J   D,د,ح,ط,D,J,T,999,55000
ص   و   ب,B   U   X,ص,و,ب,X,U,B,936,3500
ب   ح   ط,T   J   B,ب,ح,ط,B,J,T,501,12000
و   ر   ن,N   R   U,و,ر,ن,U,R,N,100,8000
م   س   م,Z   S   Z,م,س,م,Z,S,Z,570,11000
د   ر   ا,A   R   D,د,ر,ا,D,R,A,11,20000
و   ع   س,S   E   U,و,ع,س,U,E,S,75,10000
م   م   م,Z   Z   Z,م,م,م,Z,Z,Z,781,12000
ن   ى   ى,V   V   N,ن,ى,ى,N,V,V,42,45000
ب   ر   س,S   R   B,ب,ر,س,B,R,S,8,20000
ح   ع   ر,R   E   J,ح,ع,ر,J,E,R,552,1
ب   ر   س,S   R   B,ب,ر,س,B,R,S,8,20000
ب   ح   ب,B   J   B,ب,ح,ب,B,J,B,880,8000
ا   ا   ا,A   A   A,ا,ا,ا,A,A,A,5654,10000
ى   ن   ط,T   N   V,ى,ن,ط,V,N,T,86,10000
م   ر   ك,K   R   Z,م,ر,ك,Z,R,K,707,16000
و   ا   ى,V   A   U,و,ا,ى,U,A,V,321,6000
ن   ب   ا,A   B   N,ن,ب,ا,N,B,A,818,10000
ى   ل   د,D   L   V,ى,ل,د,V,L,D,43,1
د   ن   ى,V   N   D,د,ن,ى,D,N,V,5554,10000
ب   ب   س,S   B   B,ب,ب,س,B,B,S,333,1
ر   ر   س,S   R   R,ر,ر,س,R,R,S,5505,10000
ق   ق   ص,X   G   G,ق,ق,ص,G,G,X,442,10000
ا   ب   م,Z   B   A,ا,ب,م,A,B,Z,6669,5500
ه   ب   ى,V   B   H,ه,ب,ى,H,B,V,466,18000
ا   و   ع,E   U   A,ا,و,ع,A,U,E,2024,6000
و   ط   س,S   T   U,و,ط,س,U,T,S,977,3500
ل   ط   ه,H   T   L,ل,ط,ه,L,T,H,304,4500
ع   م   ط,T   Z   E,ع,م,ط,E,Z,T,4,47500
م   ص   ر,R   X   Z,م,ص,ر,Z,X,R,196,22
و   ه   ح,J   H   U,و,ه,ح,U,H,J,666,20000
ب   د   ر,R   D   B,ب,د,ر,B,D,R,5817,64500
ب   ب   و,U   B   B,ب,ب,و,B,B,U,3337,20000
ر   ع   ل,L   E   R,ر,ع,ل,R,E,L,2662,1
ه   ه   د,D   H   H,ه,ه,د,H,H,D,454,9500
ح   ل   و,U   L   J,ح,ل,و,J,L,U,8212,300000
ق   م   ر,R   Z   G,ق,م,ر,G,Z,R,36,20000
د   م   ع,E   Z   D,د,م,ع,D,Z,E,330,4500
س   س   س,S   S   S,س,س,س,S,S,S,566,9000
م   ع   د,D   E   Z,م,ع,د,Z,E,D,336,7000
ا   م   ل,L   Z   A,ا,م,ل,A,Z,L,3143,1
ب   ل   د,D   L   B,ب,ل,د,B,L,D,5595,5000
د   ر   م,Z   R   D,د,ر,م,D,R,Z,900,10000
ا   م   ل,L   Z   A,ا,م,ل,A,Z,L,94,10
ع   ى   ك,K   V   E,ع,ى,ك,E,V,K,64,25000
و   ا   ق,G   A   U,و,ا,ق,U,A,G,552,12000
م   م   م,Z   Z   Z,م,م,م,Z,Z,Z,781,10000
د   ك   ه,H   K   D,د,ك,ه,D,K,H,4545,6000
ا   م   ب,B   Z   A,ا,م,ب,A,Z,B,351,3000
ك   ل   ن,N   L   K,ك,ل,ن,K,L,N,666,50000
ا   ا   ا,A   A   A,ا,ا,ا,A,A,A,85,15000
ا   ى   ن,N   V   A,ا,ى,ن,A,V,N,303,15000
ص   ر   ا,A   R   X,ص,ر,ا,X,R,A,3003,15000
د   ب   ع,E   B   D,د,ب,ع,D,B,E,78,10
ر   ب   ه,H   B   R,ر,ب,ه,R,B,H,18,20000
ر   ر   ه,H   R   R,ر,ر,ه,R,R,H,30,23000
ا   ه   ا,A   H   A,ا,ه,ا,A,H,A,6060,15000
ق   ط   ب,B   T   G,ق,ط,ب,G,T,B,50,48700
ط   ع   و,U   E   T,ط,ع,و,T,E,U,918,20000
ا   ن   س,S   N   A,ا,ن,س,A,N,S,442,30000
ع   س   ه,H   S   E,ع,س,ه,E,S,H,998,50000
و   ى   ك,K   V   U,و,ى,ك,U,V,K,13,15000
ق   س   د,D   S   G,ق,س,د,G,S,D,404,15000
ق   ى   س,S   V   G,ق,ى,س,G,V,S,814,30000
ن   ه   ى,V   H   N,ن,ه,ى,N,H,V,58,15000
ص   ب   د,D   B   X,ص,ب,د,X,B,D,555,1100
ص   م   ك,K   Z   X,ص,م,ك,X,Z,K,117,4000
ا   د   ى,V   D   A,ا,د,ى,A,D,V,333,6000
ا   ر   ى,V   R   A,ا,ر,ى,A,R,V,4000,15000
س   ن   س,S   N   S,س,ن,س,S,N,S,601,15000
د   ه   ل,L   H   D,د,ه,ل,D,H,L,517,19000
ن   و   ن,N   U   N,ن,و,ن,N,U,N,52,100000
ب   م   د,D   Z   B,ب,م,د,B,Z,D,6661,20000
ى   ر   ب,B   R   V,ى,ر,ب,V,R,B,505,16000
ا   ع   ط,T   E   A,ا,ع,ط,A,E,T,53,1
ر   ا   ن,N   A   R,ر,ا,ن,R,A,N,393,100000
ى   و   ه,H   U   V,ى,و,ه,V,U,H,999,12500
ك   ب   د,D   B   K,ك,ب,د,K,B,D,291,3000
ن   ط   ا,A   T   N,ن,ط,ا,N,T,A,941,5000
ل   ط   ر,R   T   L,ل,ط,ر,L,T,R,432,40000
ى   ه   ر,R   H   V,ى,ه,ر,V,H,R,877,1
ب   ه   ب,B   H   B,ب,ه,ب,B,H,B,7277,1000
ك   م   ص,X   Z   K,ك,م,ص,K,Z,X,100,8500
ب   ح   ل,L   J   B,ب,ح,ل,B,J,L,2220,20000
ح   ل   ع,E   L   J,ح,ل,ع,J,L,E,66,21000
س   ع   د,D   E   S,س,ع,د,S,E,D,1895,4500
م   ن   م,Z   N   Z,م,ن,م,Z,N,Z,904,6000
ح   ح   ل,L   J   J,ح,ح,ل,J,J,L,8818,10000
و   ر   د,D   R   U,و,ر,د,U,R,D,473,10000
ه   د   د,D   D   H,ه,د,د,H,D,D,701,15000
ح   ط   ى,V   T   J,ح,ط,ى,J,T,V,11,90000
س   ص   و,U   X   S,س,ص,و,S,X,U,2,48500
ل   و   ا,A   U   L,ل,و,ا,L,U,A,895,15000
ل   و   ا,A   U   L,ل,و,ا,L,U,A,752,15000
د   ح   ط,T   J   D,د,ح,ط,D,J,T,999,50000
ن   م   و,U   Z   N,ن,م,و,N,Z,U,252,25000
ر   س   ى,V   S   R,ر,س,ى,R,S,V,143,20
ل   ى   ع,E   V   L,ل,ى,ع,L,V,E,33,40000
د   ر   ع,E   R   D,د,ر,ع,D,R,E,519,7000
ع   س   ل,L   S   E,ع,س,ل,E,S,L,77,14500
و   ل   م,Z   L   U,و,ل,م,U,L,Z,333,32000
ب   س   س,S   S   B,ب,س,س,B,S,S,1,730000
ب   ح   ط,T   J   B,ب,ح,ط,B,J,T,501,10000
ح   ق   ل,L   G   J,ح,ق,ل,J,G,L,8828,30000
ا   ا   ر,R   A   A,ا,ا,ر,A,A,R,71,12000
ل   ب   م,Z   B   L,ل,ب,م,L,B,Z,26,20000
ر   ا   ع,E   A   R,ر,ا,ع,R,A,E,2019,15000
ب   د   د,D   D   B,ب,د,د,B,D,D,2424,3000
م   س   ه,H   S   Z,م,س,ه,Z,S,H,949,7000
د   ى   ص,X   V   D,د,ى,ص,D,V,X,6006,2000
ا   ا   ا,A   A   A,ا,ا,ا,A,A,A,2037,10000
ر   ك   ن,N   K   R,ر,ك,ن,R,K,N,9005,10000
ح   م   د,D   Z   J,ح,م,د,J,Z,D,1494,10000
ى   ق   ب,B   G   V,ى,ق,ب,V,G,B,600,12000
ا   ص   ل,L   X   A,ا,ص,ل,A,X,L,1177,2500
و   ر   د,D   R   U,و,ر,د,U,R,D,437,15000
ا   ا   ى,V   A   A,ا,ا,ى,A,A,V,81,1
ه   د   ى,V   D   H,ه,د,ى,H,D,V,111,12000
د   ق   ك,K   G   D,د,ق,ك,D,G,K,6,22
س,S,س,,,S,,,0,205000000
س,S,س,,,S,,,0,2500000
ا   ه   ص,X   H   A,ا,ه,ص,A,H,X,7700,10000
و   ط   م,Z   T   U,و,ط,م,U,T,Z,666,900500
و   ط   م,Z   T   U,و,ط,م,U,T,Z,666,90500
و   ط   م,Z   T   U,و,ط,م,U,T,Z,666,9500
و   ن   ن,N   N   U,و,ن,ن,U,N,N,7,70000
ى   د   ه,H   D   V,ى,د,ه,V,D,H,111,14000
ق   ر   م,Z   R   G,ق,ر,م,G,R,Z,520,20000
ك   ه   ص,X   H   K,ك,ه,ص,K,H,X,66,23000
ه   د   ى,V   D   H,ه,د,ى,H,D,V,111,15000
ن   ا   ر,R   A   N,ن,ا,ر,N,A,R,393,1000000
ى   ب   س,S   B   V,ى,ب,س,V,B,S,75,30000
م   ه   ا,A   H   Z,م,ه,ا,Z,H,A,2,95000
ق   ب   ا,A   B   G,ق,ب,ا,G,B,A,910,29000
ب   ط   ر,R   T   B,ب,ط,ر,B,T,R,9007,20000
س   م   ص,X   Z   S,س,م,ص,S,Z,X,66,19000
ه   ب   ر,R   B   H,ه,ب,ر,H,B,R,20,1000
ق   ص   ط,T   X   G,ق,ص,ط,G,X,T,20,1000
ق   ل   ق,G   L   G,ق,ل,ق,G,L,G,311,20000
ق   م   ر,R   Z   G,ق,م,ر,G,Z,R,22,18000
و   ك   ه,H   K   U,و,ك,ه,U,K,H,760,7000
د   ح   ط,T   J   D,د,ح,ط,D,J,T,999,310443054
ب   ى   ح,J   V   B,ب,ى,ح,B,V,J,92,8000
ه   ل   ط,T   L   H,ه,ل,ط,H,L,T,21,10000
و   ق   ه,H   G   U,و,ق,ه,U,G,H,60,40000
ر   ع   ا,A   E   R,ر,ع,ا,R,E,A,79,16000
ح   ق   ك,K   G   J,ح,ق,ك,J,G,K,3337,1
م   ا   ل,L   A   Z,م,ا,ل,Z,A,L,229,6000
ه   ل   ا,A   L   H,ه,ل,ا,H,L,A,111,20000
ه   م   ك,K   Z   H,ه,م,ك,H,Z,K,889,45000
ق   ى   د,D   V   G,ق,ى,د,G,V,D,16,15000
ر   م   د,D   Z   R,ر,م,د,R,Z,D,404,15000
ه   د   د,D   D   H,ه,د,د,H,D,D,2,110000
ه   م   ب,B   Z   H,ه,م,ب,H,Z,B,66,25000
ى   ى   ك,K   V   V,ى,ى,ك,V,V,K,44,35000
م   ه   ا,A   H   Z,م,ه,ا,Z,H,A,840,7600
ب   ط   ل,L   T   B,ب,ط,ل,B,T,L,429,8000
ر   ى   م,Z   V   R,ر,ى,م,R,V,Z,440,8500
س   ع   د,D   E   S,س,ع,د,S,E,D,784,6700
ن   ر   ص,X   R   N,ن,ر,ص,N,R,X,999,26000
ا   ط   ر,R   T   A,ا,ط,ر,A,T,R,5550,100
ر   ق   ه,H   G   R,ر,ق,ه,R,G,H,1223,45000
ح   ه   ر,R   H   J,ح,ه,ر,J,H,R,4447,13
د   ن   و,U   N   D,د,ن,و,D,N,U,48,30000
ه   ق   م,Z   G   H,ه,ق,م,H,G,Z,431,1
ح   م   د,D   Z   J,ح,م,د,J,Z,D,2,95000
ب   ح   ى,V   J   B,ب,ح,ى,B,J,V,7722,19800
ا   ن   ن,N   N   A,ا,ن,ن,A,N,N,1059,850
ه   ل   ه,H   L   H,ه,ل,ه,H,L,H,844,3500
ا   ا   ا,A   A   A,ا,ا,ا,A,A,A,7617,10000
ى   د   ح,J   D   V,ى,د,ح,V,D,J,201,5000
م   ع   ن,N   E   Z,م,ع,ن,Z,E,N,52,50000
د   ح   ط,T   J   D,د,ح,ط,D,J,T,999,7643844543
د   ح   ط,T   J   D,د,ح,ط,D,J,T,999,2484543484
ق   ا   س,S   A   G,ق,ا,س,G,A,S,26,20000
د   س   ا,A   S   D,د,س,ا,D,S,A,200,15000
ا   ا   ا,A   A   A,ا,ا,ا,A,A,A,77,32000
ا   س   ا,A   S   A,ا,س,ا,A,S,A,7777,150000
ح   ر   ق,G   R   J,ح,ر,ق,J,R,G,2110,1500
د   ع   س,S   E   D,د,ع,س,D,E,S,9797,1100
س   ن   د,D   N   S,س,ن,د,S,N,D,445,14000
س   م   ص,X   Z   S,س,م,ص,S,Z,X,66,19000
ك   م   ر,R   Z   K,ك,م,ر,K,Z,R,22,26000
د   ح   ط,T   J   D,د,ح,ط,D,J,T,999,108446043404
و   ح   د,D   J   U,و,ح,د,U,J,D,234,1
ه   ه   ل,L   H   H,ه,ه,ل,H,H,L,660,8500
ا   ن   ه,H   N   A,ا,ن,ه,A,N,H,6668,10000
ا   ح   ا,A   J   A,ا,ح,ا,A,J,A,5775,8000
و   ر   د,D   R   U,و,ر,د,U,R,D,724,4700
ا   ن   س,S   N   A,ا,ن,س,A,N,S,399,7000
م   ح   ص,X   J   Z,م,ح,ص,Z,J,X,505,5500
ن   و   ك,K   U   N,ن,و,ك,N,U,K,303,6900
ن   ن   ق,G   N   N,ن,ن,ق,N,N,G,556,12000
ا   ط   س,S   T   A,ا,ط,س,A,T,S,1313,4000
ى   ط   ح,J   T   V,ى,ط,ح,V,T,J,165,5000
ر   ب   ا,A   B   R,ر,ب,ا,R,B,A,7977,3000
د   م   ر,R   Z   D,د,م,ر,D,Z,R,1500,5000
ح   ر   م,Z   R   J,ح,ر,م,J,R,Z,1700,6000
م   ك   ع,E   K   Z,م,ك,ع,Z,K,E,3,200000
ب   د   ر,R   D   B,ب,د,ر,B,D,R,7229,8000
ح   ل   ه,H   L   J,ح,ل,ه,J,L,H,8047,4000
ك   ط   ك,K   T   K,ك,ط,ك,K,T,K,606,20000
ن   ط   ك,K   T   N,ن,ط,ك,N,T,K,505,30000
ه   ك   ك,K   K   H,ه,ك,ك,H,K,K,109,20000
ع   ه   د,D   H   E,ع,ه,د,E,H,D,769,20
ص   ع   ب,B   E   X,ص,ع,ب,X,E,B,868,15000
ب   ك   س,S   K   B,ب,ك,س,B,K,S,48,20000
ر   م   ق,G   Z   R,ر,م,ق,R,Z,G,9800,1
د   ع   م,Z   E   D,د,ع,م,D,E,Z,3500,15600
م   س   ن,N   S   Z,م,س,ن,Z,S,N,90,20000
ه   ه   ع,E   H   H,ه,ه,ع,H,H,E,991,25000
ب   ه   ر,R   H   B,ب,ه,ر,B,H,R,16,25000
س   ع   ر,R   E   S,س,ع,ر,S,E,R,195,5000
ب   ع   ب,B   E   B,ب,ع,ب,B,E,B,4,25000
ر   ع   م,Z   E   R,ر,ع,م,R,E,Z,25,1
ن   ل   م,Z   L   N,ن,ل,م,N,L,Z,105,5000
د   و   ن,N   U   D,د,و,ن,D,U,N,1,110000
ط   د   ر,R   D   T,ط,د,ر,T,D,R,5,95000
و   ه   ط,T   H   U,و,ه,ط,U,H,T,37,15000
م   م   ر,R   Z   Z,م,م,ر,Z,Z,R,202,13000
